text,label,rationale
@user I'd love to get some awesome activewear to go with my t-shirt and help me in my May challenge for @user :beaming_face_with_smiling_eyes: :crossed_fingers_medium-light_skin_tone: http,0,The tweet expresses a genuine desire for activewear to support a personal challenge.
It’s so much harder to get out of bed in the morning when it’s so freezing cold and you’re all cozy :pleading_face:,0,The statement directly expresses the difficulty of leaving a warm bed in cold weather without any irony.
"As my guilty pleasure is Twilight, I would just like to state that Midnight Sun was absolute trash. It’s basically 600+ pages about how horny Edward is for her blood and how much he hates Mike. And lots of word dump. Definitely not worth the wait..",0,The tweet straightforwardly expresses disappointment in the book's content and structure without any hidden meaning.
The amount of silence I’ve seen surrounding the topic of Palestine from some of my followers is concerning.,0,The statement directly expresses concern about the lack of discussion regarding Palestine.
"#MAFSUK Bob, what a lad, showing absolute class when shit on like that, wasn’t a match so shouldn’t be too gutted but even so, :clapping_hands_light_skin_tone:",0,"The words express genuine admiration for Bob's behavior despite the situation, with no irony present."
"Go on girl!! @user :United_Kingdom: :United_Kingdom: so proud, can’t imagine what you’re feeling, well done x #Raducanu",0,The words express genuine pride and support without any implied contradiction or irony.
#ripcharliewatts Absolute rock and roll legend #charliewatts,0,"The tweet directly honors Charlie Watts, expressing genuine admiration for his legacy in rock and roll."
President Biden: “We’re going to protect vaccinated workers from unvaccinated co-workers” http,0,The statement clearly conveys a commitment to safeguarding vaccinated individuals in the workplace.
Upstate NY hospital to stop delivering babies after September 24th http,0,The statement directly reports a factual event without any implied contradiction or irony.
The views on this hike were fantastic... at least the ones without my big galoot (aka@user in them. @ Silver Lake American Fork Canyon http,0,"The statement directly expresses enjoyment of the hike's views, without any implied negativity or contrast."
Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,0,The tweet expresses genuine concern and empathy about the potential loss of loved ones.
I’m sorry but high school was the longest 4 years of my life and I will not miss it at all,0,The statement directly expresses a negative sentiment about high school without any irony or hidden meaning.
I have some of the greatest friends,0,The statement directly expresses genuine appreciation for the quality of the speaker's friends.
"Since the election is tomorrow, here is a reminder that many people's social media feeds are political bubbles that reflect their own viewpoints. The world at large is not the same as the online world. Don't treat them the same way.",0,The statement directly advises against conflating online political views with real-world perspectives.
It's hard to focus on online school when my entire house smells like smoke. Unstable wifi doesn't help (just got kicked out of my Zoom class for the 5th time in 10 mins). Also my phone won't turn on and I need to update it. But for that to happen I need...a stable wifi connection,0,The tweet directly expresses frustration with multiple technical issues affecting online schooling without any implied contradiction.
"My college will be starting its fall semester, the first semester of my senior year, online. The announcement came eight days before RAs would have moved in. Leases have already been signed; flights were already bought. And for the cherry on top, they're increasing tuition.",0,The tweet straightforwardly expresses frustration about the college's decision and its negative impact on students.
Listening to Pull the Plug by Death at half eleven on a Thursday night on repeat is not good for making you sleepy. #Deathmetal,0,The statement directly conveys that the music is energizing and not conducive to sleep.
All I’ve thought about for the last six months is wine. But expensive wine that you can only have once for your birthday and can never afford again.,0,"The statement directly expresses a genuine desire for expensive wine, emphasizing its rarity and significance."
"My top 3 movies off the last decade in no particular order... Hereditary, It Follows and What We Do in the Shadows. Yes.",0,The tweet straightforwardly lists favorite movies without any irony or hidden meaning.
back to school clothes shopping even tho school is online :beaming_face_with_smiling_eyes: :beaming_face_with_smiling_eyes:,0,The tweet straightforwardly expresses excitement about shopping for clothes despite online schooling.
i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,0,"The statement expresses genuine excitement about enjoying reading outdoors, conveying a straightforward desire."
i hate when ur food starts popping like crazy in the microwave &amp; then u take it out &amp; it’s still cold :neutral_face: :neutral_face: :neutral_face:,0,The statement directly expresses frustration about food not heating properly in the microwave.
Tried to give myself a trim last night and ended up cutting like 4 inches :woozy_face: :loudly_crying_face:,0,"The speaker literally describes a failed attempt at self-haircutting, expressing genuine regret."
I should’ve called in :woozy_face:,0,The phrase expresses genuine regret about not making a phone call.
A 3rd dose is coming in the middle of flu season and I’m really not ready :loudly_crying_face:,0,The tweet expresses genuine concern about receiving a third vaccine dose during flu season.
Out for brunch with my number 1 favourite @user Going all in with sourdough waffle and homemade bacon for hangover times. Nice to see head chef @user getting to have Sunday morning off too! Lovely garden spot too @user http http,0,The tweet straightforwardly expresses enjoyment of brunch and appreciation for the setting and company.
"If you've been to Smoke &amp; Salt and enjoyed yourselves or if it's on your list to do, I'd be very grateful if you could spend a minute looking at our Crowdfunding page for our new (bigger and better) restaurant in Tooting, London. The minimum investment … http http",0,The tweet directly requests support for a crowdfunding campaign without any implied contradiction or irony.
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @user and of course @user @user for the kind wor… http http",0,The tweet expresses genuine gratitude for support and celebrates a positive achievement without any hidden meaning.
"@user @user Don't know if they've changed their minds, but in the past they have made a point of saying they have no intention of creating a token.",0,The statement directly conveys uncertainty about their intentions regarding token creation without any implied contradiction.
"@user With B at over 10.4% annual return you can beat C. I'd suggest some form of real estate investment vehicle to get roughly 10-12%. Likely to appreciate anyway, plus further savings makes this a preferable option to purely C.",0,"The tweet directly advises on investment strategies, clearly conveying a financial recommendation without any hidden meaning."
@user @user Remember food tokens? At some point things get so unbelievably ridiculous that the whole thing needs to come crashing down and have a long nap.,0,"The statement literally expresses frustration with a situation, conveying a desire for resolution."
I love the weekend of the 4th bc its the only time I can jam out to my fave song God Bless the USA w/o being judged :United_States:,0,The statement directly expresses enjoyment of the weekend and freedom to listen to a favorite song.
Whenever I go to Starbucks I panic while ordering &amp; get a tall because it sounds like a large but then it's tiny,0,The tweet directly expresses anxiety about ordering sizes at Starbucks without any hidden meaning.
Excited for :sun_with_face: but not :bikini:,0,The tweet directly expresses genuine enthusiasm for sunny weather while indicating a dislike for bikinis.
"Love is so fucking weird. Love made me want to die a thousand times over in the past, but now love makes me want to re-clean the toilet because I blew it up after she cleaned it. I've never publicly said this, but my previous encounters with love were ponds, this one is a sea.",0,The tweet expresses genuine feelings about love's complexity and personal growth without any ironic contrast.
Does anyone want to explain to me why Bad Blood was never made into a full-length movie?,0,The question directly expresses genuine curiosity about the absence of a movie adaptation.
"Oh yeah, FUCK Miyamoto for what he did to Paper Mario. Eat dicks, Shigeru.",0,The tweet directly expresses anger and frustration towards Miyamoto's actions regarding Paper Mario without any irony.
If you get a automatic car do you have to do a driving test again . :automobile: :sport_utility_vehicle:,0,The question directly inquires about the necessity of retaking a driving test for an automatic car.
"I love being at home , tidy clean house, empty washing basket teas cooked from scratch no dishes, visitors . I don't want to work anymore",0,The words express genuine enjoyment of home life and a desire to avoid work.
I'm going wedding dress shopping Thursday :smiling_face_with_smiling_eyes:,0,The statement directly expresses excitement about an upcoming event without any implied contradiction.
Andy Dalton is so atrocious,0,The phrase 'so atrocious' directly conveys a strong negative opinion about Andy Dalton's performance.
Wiggins is gonna be filthy in the next few years,0,The phrase 'gonna be filthy' literally expresses excitement about Wiggins' future performance.
I absolutely hate when players do that dumb early celebration nonsense,0,The phrase 'absolutely hate' directly conveys strong disapproval of early celebrations without any irony.
I don’t trust anyone who enjoys hunting,0,The statement directly expresses distrust towards individuals who enjoy hunting without any implied contradiction.
justin bieber is and always has been so hot sue me I’ll never stop being a belieber,0,The statement directly expresses admiration for Justin Bieber's attractiveness and loyalty to him.
Everybody always talks about Devon Bostick’s portrayal of Rodrick in the Diary of a Wimpy Kid movies but nobody ever talks about how Devon Bostick played two separate characters in the Saw franchise,0,The statement straightforwardly highlights an overlooked aspect of Devon Bostick's acting career without irony.
im just tryna get in n out doordashed to india rn,0,The phrase directly expresses a desire for quick delivery without any implied contradiction.
my body is really out here sabotaging me bc i have to pee whenever im nervous so i just spend hours in the bathroom insteading of studying for finals smh,0,"The tweet directly expresses frustration about needing to use the bathroom due to nervousness, with no hidden meaning."
i just love everyone posting wholesome pics with their pets when theyre home for break,0,The words express genuine appreciation for positive social media content featuring pets.
The day I’ve bought my own house &amp; had an instant boiling water tap fitted is when I’ll know I’ve made it,0,The statement directly expresses a personal milestone of success related to homeownership and convenience.
"How is it that I’ve managed 3 months without milking a single cow, then the day before I leave I get roped into a 5am milking??",0,The speaker expresses genuine surprise about an unexpected early morning task before leaving.
Bran flakes must certifiably be the most boring cereal going,0,The statement directly expresses a negative opinion about bran flakes without any hidden meaning.
wild that theres a whole industry of pop ups that are like just elaborate ig photo ops and people are paying for them???,0,The tweet expresses genuine surprise about the existence and popularity of photo opportunity businesses.
the new gossip girl is trash and im tired of pretending its not,0,The statement directly expresses a negative opinion about the new Gossip Girl without any irony or hidden meaning.
ngl the post bb walk to the train might be my fav thing abt chicago,0,The phrase directly expresses genuine enjoyment of a specific aspect of Chicago without any implied contradiction.
"Dora: Where do we go next? Avery: I ALREADY TOLD YOU, THE TALL MOUNTAIN!! *groans in frustration at Dora's Alzheimer's*",0,"The dialogue directly expresses frustration over repeated questions, conveying a clear emotional response."
I love me some cupcakes! Especially Sprinkles. #CupcakeATM http,0,The phrase 'I love me some cupcakes!' directly expresses genuine enthusiasm for cupcakes without any hidden meaning.
Someone stole the 13.1 magnet off my car! #asshole #really?,0,The words directly express frustration over the theft without any implied contradiction.
City BBQ has the best chicken sandwich. Change my mind.,0,The statement directly asserts a personal opinion about the quality of the chicken sandwich without irony.
Someone come play Magic with me,0,The request for companionship in playing Magic directly conveys a genuine desire for social interaction.
Watch Death Parade right now,0,The directive 'Watch Death Parade right now' straightforwardly encourages immediate action without any implied contradiction.
MTCHEWWWWWWWW,0,The elongated expression directly conveys frustration or annoyance without any implied contrast.
@user This is how I feel about useless boys I used to like. They’ll have you scratching your top head thinking WHY??!! hmmm,0,The tweet directly expresses frustration about past romantic interests without any implied contradiction.
Nandos I don’t believe you. Something has happened behind closed doors!!!,0,The literal expression of disbelief conveys genuine suspicion about undisclosed events.
its that time of year where i pick another man to base half my wardrobe off of,0,The statement literally expresses a seasonal trend of choosing a style inspiration.
gonna become a singer just so i can do the lil song association game,0,The statement directly expresses a genuine intention to pursue singing for a specific reason.
my worst enemy is the lil machine at the eye doctor's that shoots a puff of air into your eyes,0,The statement directly expresses a dislike for the eye test machine without any hidden meaning.
hey.................jus wonderin if u might wanna get some coffee w me sometime n defund the police together.. lmk,0,The request for coffee and defunding the police is straightforwardly expressed without irony or hidden meaning.
bigger thighs means u have more room for a cat or dog to lay down on them!!!!!!,0,"The statement literally suggests that larger thighs provide more space for pets, conveying a straightforward observation."
growing up is praying to ur childhood dog instead of god,0,The statement literally expresses a nostalgic sentiment about childhood and faith without any hidden meaning.
please vote,0,The phrase directly urges people to participate in voting without any implied contradiction.
ksu is requiring everyone to be vaccinated by December and i am so happy eeeee!!,0,The expression of happiness directly conveys excitement about the vaccination requirement without any hidden meaning.
text all of your loved ones today &amp; tell them how much they mean to you. you never know when you won’t have that chance again,0,The message directly encourages expressing love and appreciation without any implied irony or hidden meaning.
how empty of me to be so full of you,0,"The phrase directly expresses a feeling of being consumed by someone else, without irony."
"going from a toxic, abusive relationship to a healthy n loving one is so crazy. im finally happy :’))",0,The words express genuine relief and happiness about a positive change in relationships.
nah fuck u and all ur issues,0,The words directly express anger and rejection without any hidden meaning or contrast.
"what is the benefit of sugar besides making things taste sweet. all i hear is acne, tooth decay and insulin shots :orangutan:",0,"The tweet straightforwardly questions the positive aspects of sugar, listing negative consequences without irony."
"quit a high paying job for a blind fantasy with no family, no friends, no backup plan… deserved every tear streaming down his face http",0,The words directly express a critical view of the decision to leave a stable job for an uncertain future.
i miss scotty i find ugly little dogs and i think about how funny he would think it is http,0,The words express genuine nostalgia and affection for Scotty's sense of humor regarding small dogs.
im going to decorate my eribong wish me luck,0,The words express a straightforward intention to decorate without any implied irony or hidden meaning.
kyungsoo i know you don’t want to give out spoilers for the moon…but please spoil something we haven’t gotten anything please im on the edge,0,The request for spoilers directly expresses eagerness and anticipation without any hidden meaning.
i love kyungsoo’s pictures so much they’re all so pretty i wanna share some with him too now,0,The words express genuine admiration for Kyungsoo's pictures without any implied contradiction.
pcc is cheugy,0,The term 'cheugy' is used literally to describe something outdated or trying too hard.
why is truly tea hard seltzer so good :loudly_crying_face: the southern girl in me is v happy,0,"The words express genuine enjoyment of the drink, reflecting personal happiness without irony."
I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,0,The words express genuine feelings of stress and overwhelm without any irony or hidden meaning.
why is there a hurricane in the atlantic rn and where is she going,0,The question directly inquires about the hurricane's current status and trajectory without any implied irony.
jyp's producers need their asses ate,0,The phrase directly expresses a strong demand for appreciation or recognition of the producers' work.
not the first week of september already being over what the fuck,0,The literal expression conveys genuine surprise and frustration about the passage of time.
former ww2 boys have a kink for polish women,0,The statement directly expresses a preference without any implied contradiction or irony.
i wonder if the gates daughters tell people that they aren’t rich,0,"The tweet directly questions whether the daughters downplay their wealth, conveying genuine curiosity."
"@user hate club, i’m president",0,The statement directly conveys the speaker's self-appointed role in a group without irony.
There's a girl with a heavenly voice singing for charity outside #ealingbroadway station,0,The words directly describe a girl singing beautifully for a charitable cause without any hidden meaning.
"I’ve watched 2 films this weekend so far, both excellent. The Mauritanian - how good is Tahar Rahim! - and the Brian Wilson biopic Love and Mercy",0,The tweet straightforwardly expresses enjoyment of two films and praises the actor's performance.
"Hard to imagine a better start to Saturday than running through the forest listening to NRC’s “One Hour Run”, Coach Bennett’s love letter to running. Thanks Coach @user this is my favourite audio guided run so far :folded_hands: #nikehalfmarathontrainingplan #week12complete",0,"The tweet expresses genuine enjoyment of a running experience, directly conveying appreciation for the coach and the audio."
My adventure this week was going to a park and staring at a man trying to figure out if he was a statue or not. He was standing under a gazebo with all matching green on but I never saw him move but his hair looked real. Can you die standing up?,0,"The tweet describes a genuine observation of a man, conveying curiosity without any implied irony."
2021 is for your washer and dryer just becoming one appliance,0,"The statement literally suggests a practical innovation in home appliances, conveying straightforward information."
Did my cashier at Trader Joes really tell me he wishes that he could drink tea at night like me but if does he has to pee multiple times during the night?,0,The tweet directly conveys a cashier's genuine wish and concern about drinking tea at night.
Not being able to sleep is a bitch. #nofilterneeded #naturephotography #mothernatureneedsnofilter #brokenangel #itsokaynottobeokay @ Minnesota http,0,The phrase directly expresses frustration about insomnia without any implied contradiction.
"http #king810 @user ""Eyes"" I have never felt like this You and I were meant to be Don't go away I'll go to my grave about this Cause you had me believing till our final days And right now I wanna die When you put me in the ground go deep, deep, deep",0,The words express genuine feelings of love and despair without any implied contradiction.
Got my coin today! Unfortunately it was chocolate but at least it was tasty! #goldorchocolate @user http,0,"The tweet straightforwardly expresses disappointment about receiving chocolate instead of a coin, but appreciates its taste."
"I'm really devastated today that I got an opportunity to do something I love and it might already have to quit. If you don't have one already, this is a sign to get your driver's license because life is unfair sometimes.",0,The tweet expresses genuine disappointment about losing a cherished opportunity and advises others on a practical matter.
My fiance got me a beautiful dancer ring made by the talented @user I love it so much and gives me an excuse to talk about critically acclaimed MMORPG FFXIV :sparkles: http,0,The words express genuine appreciation for the ring and excitement about discussing FFXIV.
"Happy Trans Visibility Day all my beautiful, strong, and sexy trans peeps!! We are unapologetically ourselves :purple_heart:",0,The words express genuine support and celebration of trans individuals without any hidden meaning.
Excited to present some research and listen to some studies at the #IARR2021 conference :),0,The words express genuine enthusiasm about presenting research and attending a conference.
"Excited to present some research, listen to some studies and learn some stats at the #PsyPAG2021 conference :)",0,The words express genuine enthusiasm for presenting and learning at the conference without any implied contradiction.
Loving how much #narcissism and it's intra- and interpersonal aspects are playing out in #Lokiepisode2 #Disney #Marvel,0,The tweet straightforwardly expresses appreciation for the themes of narcissism in the episode.
Why do I talk to my dog with a speech impediment?,0,The question directly expresses a humorous observation about talking to a pet without any hidden meaning.
The Golden Girls theme song gets me so hype,0,The phrase 'gets me so hype' directly expresses genuine excitement about the theme song.
Does your pet have a middle name and what is it?,0,The question directly inquires about pets' middle names without any implied irony or hidden meaning.
".@user will be claimed by the Brits, Canadians, Romanians and Chinese. What a future she has ahead of her. A star for life.",0,The statement literally expresses optimism about the person's future and success without any hidden meaning.
"If the COVID variants make its way to the letter ‘I’ it’ll be called the India variant, but the Indian variant will be the Delta variant. When we get to Yankee and Zulu it’s gonna be very confusing",0,The tweet straightforwardly discusses potential naming confusion of COVID variants without any implied irony.
"@user I’ve read versions of this before. Bush wanted any excuse to go to Iraq, he wanted to finish the job his dad started in the first Gulf War",0,The statement directly conveys the author's belief about Bush's motivations without any implied contradiction.
"Good morning to everyone again, except Eddie Reynoso, his lab rats &amp; whoever the fuck is letting Oscar Valdez fight after failing a drugs test - just because it would be bad for business. Some things more important than money, but not in boxing - clearly. :cross_mark: :syringe:",0,The tweet directly expresses disapproval of boxing ethics regarding drug testing without any hidden meaning.
@user Im a football and actually cant stand rugby but i am a Rob Burrow fan,0,The statement directly expresses a dislike for rugby while affirming support for Rob Burrow.
@user @user @user @user what do you expect when pros are playing against village green players he should be able to do that every week against players many many levels below a pro player its no different from a pro footballer playing sunday pub league,0,The tweet straightforwardly critiques the performance expectations of a professional player against significantly less skilled opponents.
I support my brilliant and intrepid coworkers organizing for better wages and working conditions here at KUOW! #SoundStoriesSoundWages @user @user http,0,The statement directly expresses genuine support for coworkers advocating for improved wages and conditions.
206-658-7963 http,0,"The tweet provides a phone number and a web link, conveying straightforward information without any hidden meaning."
Spanish farmers block traffic with tractors to demand fair prices for producers http,0,The statement straightforwardly reports an action taken by farmers to advocate for their economic rights.
Best of luck to everybody taking part in the Southend Half Marathon this morning. Hopefully my shins will hold out! All hail Deep Freeze!,0,The tweet expresses genuine encouragement and hope for personal endurance during the marathon.
Snowing here at Roots Hall! #COYB,0,The statement directly reports the weather condition at a specific location without any implied contradiction.
Woken up at 2:54am by a mini earthquake! Seems it was felt across Essex and Kent. 4.2 on the Richter scale if automated tweets are correct!,0,"The tweet straightforwardly reports an event, detailing the time, location, and magnitude without irony."
I'm a little late but the Hamilton soundtrack is actually life-changing,0,The phrase 'actually life-changing' conveys genuine admiration for the Hamilton soundtrack without any hidden meaning.
New Girl makes me so happy,0,The statement directly expresses genuine happiness derived from watching New Girl without any implied contradiction.
Idk why but I love comfortable silence,0,The phrase directly expresses a genuine appreciation for quiet moments without any implied contradiction.
Best weekend. I am one very happy girl :smiling_face_with_smiling_eyes:,0,The words express genuine happiness and satisfaction about the weekend without any implied contradiction.
Listening to the rain when you're tucked up in bed is one of life's simplest pleasures :umbrella_with_rain_drops:,0,The statement directly expresses enjoyment of a cozy experience without any implied contradiction.
Resisting homemade cheesecake at work for 3 days in a row. I should get a medal!,0,"The statement literally expresses pride in resisting temptation, conveying a straightforward achievement."
The French anthem is a banger. Love this gorgeous orchestration! #Olympics,0,The words express genuine admiration for the French anthem's orchestration without any implied negativity.
@user It is simply brilliant. It reels you in subtly! So so good.,0,The words 'simply brilliant' and 'so so good' directly express genuine admiration without any implied contradiction.
I’ll miss waking up and hearing all the exciting news from overnight. I’ll miss the BBC coverage keeping me company during the day as I’m working. I’ll miss the feeling that there’s more to come the following day…,0,The words express genuine feelings of nostalgia and appreciation for news coverage without any hidden meaning.
Our mate @user has just broken the 48-hour distance mountain bike world record. HERO. SUPERHERO. :red_heart: http,0,The words 'HERO' and 'SUPERHERO' directly celebrate the achievement without any irony or hidden meaning.
Calling all user researchers: who fancies beta testing our new thing? It’s good. http,0,"The invitation to beta test is straightforward, expressing genuine enthusiasm about the new product."
All humans should read today’s thread by my friend. http,0,"The statement directly encourages reading a thread, conveying genuine support for the friend's content."
Today's pre-lunch starter: jelly beans :smiling_face_with_hearts:,0,The tweet straightforwardly describes a meal choice without any implied irony or hidden meaning.
Everyone seems to be younger than me these days and it needs to stop,0,The statement directly expresses a feeling of frustration about aging compared to others.
What is it about standing in the shower that makes it so easy to make important life decisions :face_with_monocle:,0,The tweet directly expresses a genuine observation about the clarity of thought experienced while showering.
Football’s back. NFL’s back. James Wan’s back with a horror. This weekend is set up for absolute glory,0,The words express genuine excitement about the return of football and a new horror film.
Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,0,The statement directly expresses surprise at Mark Wright's football skills without any implied contradiction.
"The best possible Saturday night is going out for dinner and drinks, having a couple too many, and being home for Match of the Day, happy weekend everyone",0,The words directly express enjoyment of a Saturday night without any implied contradiction.
Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle. She's sitting up in bed practicing her nodding :see-no-evil_monkey:,0,The tweet straightforwardly describes a parent's situation without any implied contradiction or irony.
"Every time I get a symptom I strongly associate with pregnancy I also get my brain going through all the shit that happened around that to deal with as well as said symptom. Birth trauma, leaving us to deal with 100% tongue tied baby untreated, the general no support of lockdown",0,The tweet directly expresses genuine concerns and associations related to pregnancy symptoms without irony or hidden meaning.
Walking round the bedroom.trying to figure out where the weird smell is coming from It's the new moisturiser I just put on my arms. It's me. I am the source,0,"The tweet straightforwardly identifies the source of the smell as the new moisturizer, conveying a clear and direct meaning."
"if Covid didn’t happen, I’d have free travel round the country now smh",0,The statement directly expresses regret about lost travel opportunities due to Covid without irony.
candy darling hits differently sometimes,0,The phrase conveys a genuine emotional response to the music without any implied contradiction.
I need a line of duty convention LOL I would go NUTS and I’d think everything was reasonably priced bc of what I have to compare it to :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :weary_face: :weary_face: :weary_face:,0,The tweet expresses genuine excitement about a convention and humorously contrasts it with current prices.
i want to go back to last year when i properly discovered kpop and it was so fun and exciting :broken_heart:,0,The words express a genuine desire to revisit a joyful experience without any implied contradiction.
twitter should change it so you can only read quotes but not see how many (like “quotes” instead of “11 quotes”),0,The suggestion directly expresses a desire for a specific change in Twitter's functionality without irony.
imagine if he sends a good morning message when he wakes up,0,The words directly express a hopeful desire for a positive action without any implied contradiction.
IM GETTING MY NAILS DONE TODAY!!!!!,0,The enthusiastic expression directly conveys excitement about a planned activity without any hidden meaning.
Why do Americans use paper plates for every meal when they’re in their own homes. I desperately need to know the answer,0,The question directly expresses genuine curiosity about Americans' use of paper plates at home.
I got a copywriting internship :pleading_face:,0,The words express genuine excitement about obtaining an internship without any implied contradiction.
@user Honestly cannot wait to give this a go! X,0,The phrase 'cannot wait' expresses genuine excitement and eagerness to try something.
I got an hour’s detention cause somebody set my hair on fire and I stood up to pat it out x http,0,The tweet straightforwardly describes a situation where the author received detention for a specific incident.
@user All time favourite.,0,The phrase 'All time favourite' directly expresses genuine admiration without any implied contradiction.
"I know I'm not the only person who feels uneasy seeing people hug, shake hands, pat each other on the back, peck each other on the cheek and more ( :flushed_face: ) on any telly programme these days. Actually, not uneasy - horrified. :face_with_medical_mask: #SocialDistancing",0,"The words express genuine discomfort and horror about physical contact on television, reflecting real feelings."
#bbccricket @user how often do two batters reach their century in the same over? #AskingForAFriend,0,The question directly inquires about a specific cricket occurrence without implying any hidden meaning.
"I disturbed a small #wildlife meeting this morning on my short cycle ride: a squirrel, 4 green woodpeckers and a rabbit all hopped, scampered or flew off in different directions as I came past. Like a scene from Snow White or Bambi. Felt #blessed to be out (still #shielding).",0,"The tweet literally describes a pleasant experience observing wildlife, conveying genuine appreciation without irony."
Life goal is to meet the Australian swimming coach x,0,The statement directly expresses a genuine aspiration to meet the coach without any implied contradiction.
After far too long I’m finally going to the theatre and I CANT BLOODY WAIT,0,The excitement expressed through 'CANT BLOODY WAIT' directly conveys genuine anticipation for the theatre.
The love island producers are RINSING the Sour Album.,0,The phrase 'RINSING' literally indicates extensive use or promotion of the Sour Album by the producers.
Ipswich Town 2020/21 Home Shirt :blue_circle: :white_circle: UEFA Cup 40 Year anniversary. #ITFC http,0,The tweet straightforwardly announces the release of a shirt celebrating a specific anniversary without any hidden meaning.
Manchester City 1989-91 Home :blue_circle: Hate to admit how nice of a kit this is as a Liverpool fan :face_with_tears_of_joy: #ManchesterCity #Messi #Manchester #Football #art #Poster http,0,The speaker genuinely appreciates the kit's design despite their allegiance to a rival team.
:red_heart: http,0,The tweet directly expresses affection through the heart emoji without any implied contradiction.
Hacksaw ridge has got to be one of the best films out there,0,The statement directly expresses a positive opinion about the film without any implied contradiction.
Desperately need to go on a road trip around America,0,The words express a genuine desire for a road trip without any implied contradiction.
Can’t wait to watch Phillip schofield opening his gin advent calendar every morning again,0,The statement expresses genuine excitement about watching Phillip Schofield's daily activity.
"@user @user Not really. If she had competed while knowing she wasn't performing at her best, she could have dragged down the whole team. By stepping down, she did what was best for the team and allowed another to step up. They won a silver Olympic medal, that's pretty damn impressive.",0,"The statement directly praises the decision made for the team's benefit, emphasizing the positive outcome."
"@user @user @user Not sure what kind of work you do, but most companies do offer PTO as part of an employment package",0,The statement directly informs about common employment practices without implying any hidden meaning.
@user @user @user Accountability includes appropriate consequences,0,The statement directly asserts that accountability necessitates implementing suitable repercussions without any implied contradiction.
I'm going to miss #DesperateHousewives sooo much! So depressing that in 45 minutes it will be over forever :loudly_crying_face: !,0,The expression of missing the show conveys genuine sadness about its conclusion without any irony.
If someone's not willing to fight for you then they don't deserve to be kept around #moveon,0,The statement directly advises valuing relationships based on mutual effort and commitment.
"I forgive, but never forget I don't hold grudges, I just move on I suggest that you do the same.",0,The statement directly expresses a genuine sentiment of forgiveness and moving on without hidden meanings.
Praying this works out for me :folded_hands_medium-light_skin_tone:,0,The phrase 'Praying this works out for me' directly expresses hope and sincerity without any hidden meaning.
I’m well taken care of over here :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes:,0,The phrase 'well taken care of' directly expresses satisfaction and contentment without any implied contradiction.
It b the memories we make everyday for me .. :beating_heart:,0,The phrase directly expresses the value of daily memories without any implied contradiction.
Second hand embarrassment for anyone that actually queued to get into a nightclub last night :face_with_monocle:,0,"The tweet straightforwardly expresses genuine discomfort for those who waited in line, with no irony present."
"So after 7 months of unemployment, I start my new job on Tuesday, and then I move out next Friday.. I’m over here buzzing BUT NOW MY GEAR BOX IS FUCKED AND ITS GOING TO COST £800 TO FIX, IT WAS SUPPOSED TO BE A GOOD WEEK :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:",0,The tweet expresses genuine disappointment about unexpected car repair costs during a positive life transition.
"Why do people keep posting TikToks with their HEADPHONE WIRES ALL KNOTTED????? I CAN NOT COPE WITH THIS, why wouldn’t you sort out that wirey mess pls :pleading_face: :pleading_face:",0,The tweet expresses genuine frustration about messy headphone wires without any ironic implications.
i fucking love rob beckett,0,The phrase expresses genuine enthusiasm and affection for Rob Beckett without any hidden meaning.
im gonna keep believing that andrew and tobey arent in nwh so if it doesnt happen i wont be disappointed but if it does i will scream and cry and mostly scream,0,The statement directly expresses a personal strategy to manage expectations about a movie's content.
chris evans will simple just blink and i will scream THAT WAS EVERYTHING KING UR SO CUTE,0,The words express genuine admiration and excitement for Chris Evans' cuteness without any hidden meaning.
"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",0,The statement directly asks about the correctness of describing sequential actions without any implied contradiction.
"I just cleaned up my following list. If you feel I've unfollowed you in error, let me know. Friends and family whose Tweep names I didn't recognize, fellow writers with whom I've interacted once or twice or more, tweeple who just can't live without me. Y'all lemme hear from you.",0,"The tweet straightforwardly communicates a request for feedback regarding unfollowing, with no hidden meanings."
"Hey you! Yeah, YOU. You're cooler than the other side of the pillow.",0,"The phrase directly compliments the person, equating them to a universally cool object."
The Wanted Making a comeback has officially made this the best day ever,0,"The statement directly expresses genuine excitement about the band's return, with no implied contrast."
"Just because its 27 degrees outside doesn't mean I won't pretend its 7 degrees so I can wrap up in blankets, drink autumn coffee, put candles on and think about all things spooky",0,The statement directly expresses a desire to enjoy cozy activities despite the actual temperature.
This Country is absolute crackers i love it so much,0,The phrase 'absolute crackers' conveys genuine enthusiasm and affection for the country without any hidden meaning.
